"","stop_name","route_id","Order","X","Y","season","direction_id","number_service_days","time_period_id","time_period_name","on","off","Alt","slider_ref"
"3096","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_02","EARLY_AM",2070,9704,0,2
"3097","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_06","PM_PEAK",69189,100618,0,6
"3100","Hynes Convention Center","Green",64,310,405,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",60006,23433,0,5
"3107","Hynes Convention Center","Green",64,310,405,"Fall 2019",1,77,"time_period_06","PM_PEAK",107680,28306,0,6
"3112","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_03","AM_PEAK",11841,50120,0,3
"3114","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",28757,82657,0,4
"3115","Hynes Convention Center","Green",64,310,405,"Fall 2019",1,77,"time_period_09","NIGHT",4597,419,0,9
"3116","Hynes Convention Center","Green",64,310,405,"Fall 2019",1,77,"time_period_08","LATE_EVENING",28249,3461,0,8
"3119","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",526,2342,0,1
"3121","Hynes Convention Center","Green",64,310,405,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",29398,56794,0,5
"3124","Hynes Convention Center","Green",64,310,405,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",2090,1720,0,1
"3133","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",588,1586,0,1
"3134","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_03","AM_PEAK",115639,5230,0,3
"3135","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",45350,13542,0,5
"3144","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_06","PM_PEAK",11801,116007,0,6
"3146","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_02","EARLY_AM",4320,6333,0,2
"3147","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",10240,48238,0,4
"3148","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_08","LATE_EVENING",681,24195,0,8
"3149","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_03","AM_PEAK",12013,22365,0,3
"3150","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_08","LATE_EVENING",4390,1074,0,8
"3153","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_07","EVENING",21410,6038,0,7
"3156","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_07","EVENING",6121,73403,0,7
"3159","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_06","PM_PEAK",50914,12693,0,6
"3164","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",97375,9681,0,4
"3169","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_09","NIGHT",479,197,0,9
"3175","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",8698,67349,0,5
"3179","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",12926,16,0,1
"3180","Jackson Square","Orange",17,230,590,"Fall 2019",0,77,"time_period_09","NIGHT",69,4433,0,9
"3186","Jackson Square","Orange",17,230,590,"Fall 2019",1,77,"time_period_02","EARLY_AM",29634,1843,0,2
"3193","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_06","PM_PEAK",91894,138189,0,6
"3198","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",7172,2852,0,1
"3201","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_02","EARLY_AM",6176,17447,0,2
"3202","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_07","EVENING",55308,93942,0,7
"3205","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_06","PM_PEAK",110424,29899,0,6
"3208","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_08","LATE_EVENING",8193,24075,0,8
"3209","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",122634,73503,0,4
"3210","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_03","AM_PEAK",24565,111386,0,3
"3211","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",114824,27207,0,5
"3212","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",60261,69807,0,5
"3213","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",45103,130900,0,4
"3214","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_03","AM_PEAK",106596,80675,0,3
"3215","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_02","EARLY_AM",21468,23879,0,2
"3222","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_08","LATE_EVENING",4857,4810,0,8
"3228","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_09","NIGHT",395,753,0,9
"3229","JFK/Umass","Red",33,470,530,"Fall 2019",1,77,"time_period_07","EVENING",49491,15390,0,7
"3233","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",1600,2164,0,1
"3234","JFK/Umass","Red",33,470,530,"Fall 2019",0,77,"time_period_09","NIGHT",1065,3637,0,9
"3243","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_07","EVENING",116815,28006,0,7
"3246","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_09","NIGHT",3190,502,0,9
"3249","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",74515,60019,0,5
"3252","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_02","EARLY_AM",1439,85225,0,2
"3254","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_06","PM_PEAK",378498,36503,0,6
"3256","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_08","LATE_EVENING",22520,4825,0,8
"3260","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",91860,197667,0,4
"3265","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_08","LATE_EVENING",13235,13275,0,8
"3269","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_02","EARLY_AM",6930,25192,0,2
"3270","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",157385,36882,0,5
"3275","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",224,19341,0,1
"3280","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",1389,5162,0,1
"3281","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_06","PM_PEAK",268943,98205,0,6
"3286","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_09","NIGHT",2251,1801,0,9
"3287","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",52114,211932,0,4
"3289","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_07","EVENING",116818,61766,0,7
"3291","Kendall/MIT","Red",26,340,280,"Fall 2019",1,77,"time_period_03","AM_PEAK",13960,342585,0,3
"3294","Kendall/MIT","Red",26,340,280,"Fall 2019",0,77,"time_period_03","AM_PEAK",56897,227641,0,3
"3298","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_09","NIGHT",1471,3521,0,9
"3300","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",164,5578,0,1
"3302","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",26587,107167,0,4
"3305","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_07","EVENING",92500,14548,0,7
"3306","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",99254,31743,0,4
"3307","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_06","PM_PEAK",37023,149123,0,6
"3308","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_07","EVENING",30166,102863,0,7
"3309","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_06","PM_PEAK",133539,23932,0,6
"3316","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",79247,15017,0,5
"3320","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_08","LATE_EVENING",61025,1681,0,8
"3324","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_02","EARLY_AM",3326,21735,0,2
"3325","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_08","LATE_EVENING",8223,24422,0,8
"3329","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_02","EARLY_AM",9495,3582,0,2
"3338","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_03","AM_PEAK",61483,22107,0,3
"3339","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",3253,924,0,1
"3342","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",20934,77237,0,5
"3345","Kenmore","Green",66,290,405,"Fall 2019",0,77,"time_period_03","AM_PEAK",14351,90522,0,3
"3347","Kenmore","Green",66,290,405,"Fall 2019",1,77,"time_period_09","NIGHT",6022,154,0,9
"3350","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",495,1478,3,4
"3351","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_06","PM_PEAK",1776,183,3,6
"3352","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_07","EVENING",791,107,3,7
"3356","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",2657,286,3,4
"3358","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_06","PM_PEAK",711,2142,3,6
"3359","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_08","LATE_EVENING",76,295,3,8
"3360","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_03","AM_PEAK",2074,215,3,3
"3363","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_09","NIGHT",10,2,3,9
"3365","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1092,173,3,5
"3369","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",87,6,3,1
"3373","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,41,3,1
"3377","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",523,1040,3,5
"3380","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_07","EVENING",445,1502,3,7
"3381","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_02","EARLY_AM",13,222,3,2
"3383","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_08","LATE_EVENING",124,23,3,8
"3386","Kent Street","Green",78,230,405,"Fall 2019",1,77,"time_period_02","EARLY_AM",311,6,3,2
"3387","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_03","AM_PEAK",132,1019,3,3
"3388","Kent Street","Green",78,230,405,"Fall 2019",0,77,"time_period_09","NIGHT",16,33,3,9
"3403","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_09","NIGHT",1006,0,0,9
"3412","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",60734,0,0,5
"3413","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_08","LATE_EVENING",13499,0,0,8
"3415","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",0,38910,0,5
"3416","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",0,2181,0,1
"3417","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_07","EVENING",61608,0,0,7
"3418","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_06","PM_PEAK",125015,0,0,6
"3422","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_03","AM_PEAK",0,58807,0,3
"3426","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_09","NIGHT",0,2120,0,9
"3427","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_07","EVENING",0,48519,0,7
"3436","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_06","PM_PEAK",0,86579,0,6
"3439","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",6004,0,0,1
"3444","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_03","AM_PEAK",93905,0,0,3
"3446","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",83305,0,0,4
"3447","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_02","EARLY_AM",0,11872,0,2
"3448","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",0,61884,0,4
"3452","Lechmere","Green",55,380,205,"Fall 2019",0,77,"time_period_02","EARLY_AM",14874,0,0,2
"3455","Lechmere","Green",55,380,205,"Fall 2019",1,77,"time_period_08","LATE_EVENING",0,11406,0,8
"3458","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",4615,990,2,5
"3461","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_02","EARLY_AM",453,2160,2,2
"3464","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_06","PM_PEAK",7082,6802,2,6
"3469","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_08","LATE_EVENING",75,7,2,8
"3470","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",5734,5023,2,5
"3474","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_03","AM_PEAK",1686,9537,2,3
"3477","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_06","PM_PEAK",5948,929,2,6
"3478","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_03","AM_PEAK",2222,4456,2,3
"3480","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_09","NIGHT",6,1,2,9
"3484","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_02","EARLY_AM",173,2555,2,2
"3486","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",3093,8449,2,4
"3489","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5418,4263,2,4
"3490","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_07","EVENING",4398,4514,2,7
"3491","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",93,669,2,1
"3496","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_08","LATE_EVENING",83,366,2,8
"3498","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_09","NIGHT",1,24,2,9
"3502","Longwood","Green",73,270,425,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",14,453,2,1
"3504","Longwood","Green",73,270,425,"Fall 2019",1,77,"time_period_07","EVENING",2628,423,2,7
"3513","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_07","EVENING",750,9623,1,7
"3523","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_02","EARLY_AM",829,59,1,2
"3524","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",838,7853,1,5
"3526","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1839,42,1,8
"3527","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",12626,736,1,4
"3528","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",11356,522,1,5
"3530","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_08","LATE_EVENING",143,2938,1,8
"3531","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_09","NIGHT",175,5,1,9
"3532","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_03","AM_PEAK",451,14022,1,3
"3534","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_03","AM_PEAK",4261,564,1,3
"3536","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_06","PM_PEAK",16224,534,1,6
"3547","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_02","EARLY_AM",56,4458,1,2
"3548","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",181,9,1,1
"3550","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",9,989,1,1
"3551","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",1041,14497,1,4
"3553","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_06","PM_PEAK",1275,11172,1,6
"3554","Longwood Medical Area","Green",76,270,475,"Fall 2019",1,77,"time_period_07","EVENING",10032,211,1,7
"3564","Longwood Medical Area","Green",76,270,475,"Fall 2019",0,77,"time_period_09","NIGHT",24,441,1,9
"3566","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1508,144060,0,5
"3567","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",1567,97137,0,4
"3569","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_07","EVENING",2006,155802,0,7
"3575","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_08","LATE_EVENING",112,20491,0,8
"3577","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_09","NIGHT",360,8,0,9
"3578","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",269284,13985,0,4
"3580","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_02","EARLY_AM",154,13370,0,2
"3584","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_06","PM_PEAK",76286,3758,0,6
"3585","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",24,3970,0,1
"3594","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",31827,41,0,1
"3597","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_06","PM_PEAK",2652,378445,0,6
"3598","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",87108,3098,0,5
"3601","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_07","EVENING",28392,2679,0,7
"3604","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_09","NIGHT",28,3366,0,9
"3607","Malden Center","Orange",2,460,60,"Fall 2019",1,77,"time_period_03","AM_PEAK",1000,35380,0,3
"3613","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_08","LATE_EVENING",2849,84,0,8
"3615","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_03","AM_PEAK",350889,5757,0,3
"3617","Malden Center","Orange",2,460,60,"Fall 2019",0,77,"time_period_02","EARLY_AM",77651,556,0,2
"3620","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",3022,1274,0,1
"3625","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",20876,74331,0,4
"3628","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_09","NIGHT",1382,342,0,9
"3634","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_03","AM_PEAK",59260,49430,0,3
"3635","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_08","LATE_EVENING",10347,9164,0,8
"3639","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_02","EARLY_AM",4033,13029,0,2
"3641","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_07","EVENING",35251,44855,0,7
"3643","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_03","AM_PEAK",10788,54843,0,3
"3644","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_07","EVENING",33328,12762,0,7
"3647","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_06","PM_PEAK",69561,22878,0,6
"3648","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_06","PM_PEAK",50188,85932,0,6
"3649","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",41153,25638,0,5
"3653","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",587,4152,0,1
"3660","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",24745,49188,0,5
"3661","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",62221,49016,0,4
"3663","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",0,77,"time_period_09","NIGHT",1921,1440,0,9
"3666","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_02","EARLY_AM",9247,11894,0,2
"3667","Massachusetts Ave.","Orange",14,320,500,"Fall 2019",1,77,"time_period_08","LATE_EVENING",11332,2608,0,8
"3676","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_06","PM_PEAK",30186,270324,0,6
"3679","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",108956,28512,0,5
"3680","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_08","LATE_EVENING",6733,101749,0,8
"3684","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",22885,94536,0,4
"3685","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_07","EVENING",41072,14396,0,7
"3686","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_09","NIGHT",1789,22351,0,9
"3693","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_02","EARLY_AM",78558,6824,0,2
"3695","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_09","NIGHT",1407,876,0,9
"3698","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_08","LATE_EVENING",10259,6467,0,8
"3701","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_07","EVENING",21858,181596,0,7
"3704","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_03","AM_PEAK",248779,18527,0,3
"3706","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",36962,3584,0,1
"3711","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",2501,4054,0,1
"3712","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_02","EARLY_AM",6192,15250,0,2
"3717","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_06","PM_PEAK",89786,23656,0,6
"3720","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",25529,160778,0,5
"3723","Maverick","Blue",50,500,320,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",198941,31011,0,4
"3724","Maverick","Blue",50,500,320,"Fall 2019",1,77,"time_period_03","AM_PEAK",12575,31545,0,3
"3730","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_09","NIGHT",2,336,1,9
"3731","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_06","PM_PEAK",197,8996,1,6
"3733","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",3937,206,1,5
"3735","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5929,304,1,4
"3736","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_06","PM_PEAK",4781,257,1,6
"3738","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_02","EARLY_AM",1,496,1,2
"3739","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_02","EARLY_AM",1030,21,1,2
"3745","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",84,5006,1,5
"3747","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_07","EVENING",93,7456,1,7
"3748","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",121,4160,1,4
"3753","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_03","AM_PEAK",6019,194,1,3
"3754","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,235,1,1
"3759","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_08","LATE_EVENING",7,2742,1,8
"3763","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",161,0,1,1
"3770","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_08","LATE_EVENING",256,30,1,8
"3776","Mission Park","Green",88,240,505,"Fall 2019",0,77,"time_period_03","AM_PEAK",59,1464,1,3
"3777","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_07","EVENING",1248,121,1,7
"3778","Mission Park","Green",88,240,505,"Fall 2019",1,77,"time_period_09","NIGHT",25,3,1,9
"3781","Museum of Fine Arts","Green",72,280,465,"Fall 2019",0,77,"time_period_07","EVENING",895,4742,1,7
"3791","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_03","AM_PEAK",2467,436,1,3
"3794","Museum of Fine Arts","Green",72,280,465,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",775,5122,1,5
"3797","Museum of Fine Arts","Green",72,280,465,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",850,8969,1,4
"3798","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1148,58,1,8
"3799","Museum of Fine Arts","Green",72,280,465,"Fall 2019",0,77,"time_period_03","AM_PEAK",388,5408,1,3
"3801","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_06","PM_PEAK",11448,877,1,6
"3802","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_02","EARLY_AM",366,31,1,2
"3805","Museum of Fine Arts","Green",72,280,465,"Fall 2019",0,77,"time_period_08","LATE_EVENING",204,1130,1,8
"3807","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",92,1,1,1
"3810","Museum of Fine Arts","Green",72,280,465,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",8631,811,1,5
